work_id,Hon'ble Members of Parliament,State,Constituency,work_type,recommended_amount,is_sanctioned,stuck_days,early_warning_score
WS/MP18338/2025-2026/152482,CHAMALA KIRAN KUMAR REDDY,Telangana,BHONGIR,Street lights,75000.0,False,647.0,99.7
WS/MP18338/2024-2025/152544,CHAMALA KIRAN KUMAR REDDY,Telangana,BHONGIR,Street lights,30000.0,False,647.0,99.7
WS/MP453/2025-2026/153930,Saptagiri Sankar Ulaka,Odisha,KORAPUT(ST),Construction of community centers and community halls,500000.0,False,639.0,98.2
WS/MP761/2024-2025/138982,Arvind Dharmapuri,Telangana,NIZAMABAD,Construction of community centers and community halls,400000.0,True,594.0,98.1
WS/MP761/2024-2025/138987,Arvind Dharmapuri,Telangana,NIZAMABAD,Construction of boundary walls of existing public and community buildings,399555.0,True,594.0,98.1
WS/MP761/2024-2025/139000,Arvind Dharmapuri,Telangana,NIZAMABAD,Construction of boundary walls of existing public and community buildings,400000.0,True,594.0,98.1
WS/MP18144/2024-2025/148056,MALVIKA DEVI,Odisha,KALAHANDI,Construction of common work sheds/ common covered sitting area,300000.0,True,596.0,97.7
WS/MP18144/2024-2025/148058,MALVIKA DEVI,Odisha,KALAHANDI,Construction of boundary walls of existing public and community buildings,200000.0,True,596.0,97.5
WS/MP761/2024-2025/138989,Arvind Dharmapuri,Telangana,NIZAMABAD,Construction of community centers and community halls,400000.0,True,592.0,97.4
WS/MP18144/2024-2025/148136,MALVIKA DEVI,Odisha,KALAHANDI,Construction of boundary walls of existing public and community buildings,200000.0,True,596.0,97.4
WS/MP18144/2024-2025/148134,MALVIKA DEVI,Odisha,KALAHANDI,Construction of boundary walls of existing public and community buildings,200000.0,True,596.0,97.4
WS/MP761/2024-2025/138983,Arvind Dharmapuri,Telangana,NIZAMABAD,Construction of community centers and community halls,300000.0,True,594.0,97.4
WS/MP435/2024-2025/147148,Sanjay Seth,Jharkhand,RANCHI,Construction of common work sheds/ common covered sitting area,463600.0,True,605.0,97.3
WS/MP435/2024-2025/145863,Sanjay Seth,Jharkhand,RANCHI,Construction of common work sheds/ common covered sitting area,436400.0,True,600.0,97.3
WS/MP435/2024-2025/145864,Sanjay Seth,Jharkhand,RANCHI,Construction of common work sheds/ common covered sitting area,345200.0,True,600.0,97.3
WS/MP18144/2024-2025/148054,MALVIKA DEVI,Odisha,KALAHANDI,Construction of community centers and community halls,400000.0,True,596.0,97.3
WS/MP18109/2024-2025/153243,DR. RAJESH MISHRA,Madhya Pradesh,SIDHI,Construction of rooms and halls in school and colleges,753000.0,False,642.0,97.0
WS/MP761/2024-2025/139007,Arvind Dharmapuri,Telangana,NIZAMABAD,Construction of community centers and community halls,495000.0,True,594.0,97.0
WS/MP18144/2024-2025/148057,MALVIKA DEVI,Odisha,KALAHANDI,Construction of community centers and community halls,200000.0,True,596.0,96.9
WS/MP435/2024-2025/145865,Sanjay Seth,Jharkhand,RANCHI,Construction of common work sheds/ common covered sitting area,287500.0,True,600.0,96.9
WS/MP18144/2024-2025/148064,MALVIKA DEVI,Odisha,KALAHANDI,Construction of community centers and community halls,200000.0,True,596.0,96.9
WS/MP18144/2024-2025/148131,MALVIKA DEVI,Odisha,KALAHANDI,Construction of community centers and community halls,200000.0,True,596.0,96.9
WS/MP435/2024-2025/146546,Sanjay Seth,Jharkhand,RANCHI,Construction of common work sheds/ common covered sitting area,255800.0,True,600.0,96.9
WS/MP641/2024-2025/153874,Gajendra Singh Patel,Madhya Pradesh,KHARGONE(ST),Construction of community centers and community halls,500000.0,False,639.0,96.8
WS/MP641/2024-2025/149500,Gajendra Singh Patel,Madhya Pradesh,KHARGONE(ST),Construction of community centers and community halls,500000.0,False,666.0,96.8
WS/MP641/2024-2025/149235,Gajendra Singh Patel,Madhya Pradesh,KHARGONE(ST),Construction of community centers and community halls,500000.0,False,668.0,96.8
WS/MP18144/2024-2025/148055,MALVIKA DEVI,Odisha,KALAHANDI,Construction of community centers and community halls,200000.0,True,596.0,96.8
WS/MP18144/2024-2025/148061,MALVIKA DEVI,Odisha,KALAHANDI,Construction of community centers and community halls,300000.0,True,596.0,96.7
WS/MP18144/2024-2025/141587,MALVIKA DEVI,Odisha,KALAHANDI,Construction of footpaths and pedestrian ways,600000.0,True,642.0,96.6
WS/MP435/2024-2025/146448,Sanjay Seth,Jharkhand,RANCHI,Construction of common work sheds/ common covered sitting area,505500.0,True,600.0,96.5
WS/MP435/2024-2025/146446,Sanjay Seth,Jharkhand,RANCHI,Construction of common work sheds/ common covered sitting area,505500.0,True,600.0,96.5
WS/MP435/2024-2025/146447,Sanjay Seth,Jharkhand,RANCHI,Construction of common work sheds/ common covered sitting area,505500.0,True,600.0,96.5
WS/MP435/2024-2025/146445,Sanjay Seth,Jharkhand,RANCHI,Construction of common work sheds/ common covered sitting area,505500.0,True,600.0,96.5
WS/MP435/2024-2025/146444,Sanjay Seth,Jharkhand,RANCHI,Construction of common work sheds/ common covered sitting area,505500.0,True,600.0,96.5
WS/MP18144/2024-2025/148132,MALVIKA DEVI,Odisha,KALAHANDI,Construction of water tanks,200000.0,True,596.0,96.2
WS/MP453/2024-2025/152907,Saptagiri Sankar Ulaka,Odisha,KORAPUT(ST),Installing tube-wells and borewells,700000.0,False,639.0,96.1
WS/MP435/2024-2025/147149,Sanjay Seth,Jharkhand,RANCHI,Construction of common work sheds/ common covered sitting area,967800.0,True,605.0,95.8
WS/MP544/2025-2026/155462,Mr Gopal Jee Thakur,Bihar,DARBHANGA,Street lights,495000.0,False,633.0,95.7
WS/MP544/2026-2027/155456,Mr Gopal Jee Thakur,Bihar,DARBHANGA,Street lights,495000.0,False,633.0,95.7
WS/MP544/2026-2027/154858,Mr Gopal Jee Thakur,Bihar,DARBHANGA,Street lights,495500.0,False,635.0,95.7
WS/MP544/2026-2027/154856,Mr Gopal Jee Thakur,Bihar,DARBHANGA,Street lights,495500.0,False,635.0,95.7
WS/MP435/2024-2025/145625,Sanjay Seth,Jharkhand,RANCHI,Construction of public staircase/ stair ghat for public convenience,791200.0,True,600.0,95.7
WS/MP544/2026-2027/155457,Mr Gopal Jee Thakur,Bihar,DARBHANGA,Street lights,495000.0,False,633.0,95.7
WS/MP544/2025-2026/155276,Mr Gopal Jee Thakur,Bihar,DARBHANGA,Street lights,495000.0,False,633.0,95.7
WS/MP544/2025-2026/155468,Mr Gopal Jee Thakur,Bihar,DARBHANGA,Street lights,495000.0,False,633.0,95.7
WS/MP544/2025-2026/155275,Mr Gopal Jee Thakur,Bihar,DARBHANGA,Street lights,495000.0,False,633.0,95.7
WS/MP544/2025-2026/155274,Mr Gopal Jee Thakur,Bihar,DARBHANGA,Street lights,495000.0,False,633.0,95.7
WS/MP544/2025-2026/155271,Mr Gopal Jee Thakur,Bihar,DARBHANGA,Street lights,495000.0,False,633.0,95.7
WS/MP544/2025-2026/155249,Mr Gopal Jee Thakur,Bihar,DARBHANGA,Street lights,495000.0,False,633.0,95.7
WS/MP544/2025-2026/155458,Mr Gopal Jee Thakur,Bihar,DARBHANGA,Street lights,495000.0,False,633.0,95.7
WS/MP544/2025-2026/155248,Mr Gopal Jee Thakur,Bihar,DARBHANGA,Street lights,495000.0,False,633.0,95.7
WS/MP544/2025-2026/155247,Mr Gopal Jee Thakur,Bihar,DARBHANGA,Street lights,495000.0,False,633.0,95.7
WS/MP544/2025-2026/155464,Mr Gopal Jee Thakur,Bihar,DARBHANGA,Street lights,495000.0,False,633.0,95.7
WS/MP544/2025-2026/155259,Mr Gopal Jee Thakur,Bihar,DARBHANGA,Street lights,495000.0,False,633.0,95.7
WS/MP544/2025-2026/155260,Mr Gopal Jee Thakur,Bihar,DARBHANGA,Street lights,495000.0,False,633.0,95.7
WS/MP544/2025-2026/155258,Mr Gopal Jee Thakur,Bihar,DARBHANGA,Street lights,495000.0,False,633.0,95.7
WS/MP544/2025-2026/155264,Mr Gopal Jee Thakur,Bihar,DARBHANGA,Street lights,495000.0,False,633.0,95.7
WS/MP544/2026-2027/154859,Mr Gopal Jee Thakur,Bihar,DARBHANGA,Street lights,495500.0,False,635.0,95.7
WS/MP544/2026-2027/154857,Mr Gopal Jee Thakur,Bihar,DARBHANGA,Street lights,495500.0,False,635.0,95.7
WS/MP18019/2024-2025/137597,AMARSING TISSO,Assam,Diphu (ST),Installing tube-wells and borewells,400000.0,True,667.0,95.4
WS/MP18074/2024-2025/138716,KALI CHARAN MUNDA,Jharkhand,KHUNTI(ST),Construction of buildings for community cultural activities,915000.0,True,695.0,95.2
WS/MP641/2024-2025/150917,Gajendra Singh Patel,Madhya Pradesh,KHARGONE(ST),Construction of common work sheds/ common covered sitting area,200000.0,False,656.0,95.1
WS/MP423/2026-2027/136934,Ramprit Mandal,Bihar,JHANJHARPUR,Installing community drinking water plants,200000.0,True,123.0,95.0
WS/MP435/2024-2025/147145,Sanjay Seth,Jharkhand,RANCHI,Construction of community centers and community halls,1461500.0,True,605.0,94.9
WS/MP435/2024-2025/146545,Sanjay Seth,Jharkhand,RANCHI,Construction of community centers and community halls,1461500.0,True,600.0,94.9
WS/MP435/2024-2025/146303,Sanjay Seth,Jharkhand,RANCHI,Construction of community centers and community halls,1461500.0,True,600.0,94.9
WS/MP435/2024-2025/145626,Sanjay Seth,Jharkhand,RANCHI,Construction of community centers and community halls,1461500.0,True,600.0,94.9
WS/MP435/2024-2025/146547,Sanjay Seth,Jharkhand,RANCHI,Construction of community centers and community halls,1478800.0,True,605.0,94.8
WS/MP641/2024-2025/155195,Gajendra Singh Patel,Madhya Pradesh,KHARGONE(ST),Construction of common work sheds/ common covered sitting area,300000.0,False,635.0,94.7
WS/MP18019/2024-2025/137593,AMARSING TISSO,Assam,Diphu (ST),Construction of community centers and community halls,800000.0,True,667.0,94.6
WS/MP761/2025-2026/138988,Arvind Dharmapuri,Telangana,NIZAMABAD,Construction of community centers and community halls,400000.0,True,358.0,94.6
WS/MP435/2024-2025/146457,Sanjay Seth,Jharkhand,RANCHI,Construction of common work sheds/ common covered sitting area,1499500.0,True,600.0,94.5
WS/MP416/2025-2026/150766,Ashok Kumar Yadav,Bihar,MADHUBANI,Street lights,495000.0,False,656.0,94.5
WS/MP416/2025-2026/150767,Ashok Kumar Yadav,Bihar,MADHUBANI,Street lights,495000.0,False,656.0,94.5
WS/MP18109/2025-2026/150117,DR. RAJESH MISHRA,Madhya Pradesh,SIDHI,Setting up of laboratories,35000.0,False,662.0,94.3
WS/MP641/2024-2025/147406,Gajendra Singh Patel,Madhya Pradesh,KHARGONE(ST),Construction of community centers and community halls,500000.0,True,514.0,94.2
WS/MP18180/2025-2026/149583,ARUN NEHRU,Tamil Nadu,PERAMBALUR,Construction of toilet blocks,785000.0,False,666.0,94.1
WS/MP18180/2025-2026/149581,ARUN NEHRU,Tamil Nadu,PERAMBALUR,Construction of toilet blocks,785000.0,False,666.0,94.1
WS/MP18180/2025-2026/149582,ARUN NEHRU,Tamil Nadu,PERAMBALUR,Construction of toilet blocks,785000.0,False,666.0,94.1
WS/MP18019/2024-2025/137519,AMARSING TISSO,Assam,Diphu (ST),Street lights,5000000.0,True,648.0,94.0
WS/MP641/2024-2025/133911,Gajendra Singh Patel,Madhya Pradesh,KHARGONE(ST),Construction of community centers and community halls,500000.0,True,671.0,94.0
WS/MP18144/2024-2025/148135,MALVIKA DEVI,Odisha,KALAHANDI,Lighting of public spaces,200000.0,True,596.0,93.9
WS/MP641/2024-2025/147742,Gajendra Singh Patel,Madhya Pradesh,KHARGONE(ST),Construction of community centers and community halls,500000.0,True,607.0,93.7
WS/MP18109/2024-2025/150115,DR. RAJESH MISHRA,Madhya Pradesh,SIDHI,Construction of culverts and bridges,500000.0,False,662.0,93.7
WS/MP641/2024-2025/147755,Gajendra Singh Patel,Madhya Pradesh,KHARGONE(ST),Construction of community centers and community halls,500000.0,True,607.0,93.7
WS/MP435/2024-2025/145973,Sanjay Seth,Jharkhand,RANCHI,Construction of community centers and community halls,1074900.0,True,600.0,93.6
,Saptagiri Sankar Ulaka,Odisha,KORAPUT(ST),Unknown,300000.0,False,639.0,93.6
,Saptagiri Sankar Ulaka,Odisha,KORAPUT(ST),Unknown,300000.0,False,639.0,93.6
WS/MP453/2025-2026/153906,Saptagiri Sankar Ulaka,Odisha,KORAPUT(ST),Construction of culverts and bridges,200000.0,False,639.0,93.5
,Saptagiri Sankar Ulaka,Odisha,KORAPUT(ST),Unknown,500000.0,False,639.0,93.3
,Saptagiri Sankar Ulaka,Odisha,KORAPUT(ST),Unknown,500000.0,False,639.0,93.3
,Saptagiri Sankar Ulaka,Odisha,KORAPUT(ST),Unknown,500000.0,False,639.0,93.3
WS/MP18032/2024-2025/137014,SUDHAKAR SINGH,Bihar,BUXAR,Construction of community centers and community halls,368347.0,True,622.0,93.2
WS/MP423/2024-2025/133941,Ramprit Mandal,Bihar,JHANJHARPUR,Construction of bus-sheds or bus-stops,1451000.0,True,548.0,93.0
WS/MP423/2024-2025/133940,Ramprit Mandal,Bihar,JHANJHARPUR,Construction of bus-sheds or bus-stops,1451000.0,True,548.0,93.0
WS/MP423/2024-2025/133964,Ramprit Mandal,Bihar,JHANJHARPUR,Construction of bus-sheds or bus-stops,1451000.0,True,548.0,93.0
WS/MP423/2024-2025/133960,Ramprit Mandal,Bihar,JHANJHARPUR,Construction of bus-sheds or bus-stops,1451000.0,True,548.0,93.0
WS/MP423/2024-2025/133949,Ramprit Mandal,Bihar,JHANJHARPUR,Construction of bus-sheds or bus-stops,1451000.0,True,548.0,93.0
WS/MP423/2024-2025/133946,Ramprit Mandal,Bihar,JHANJHARPUR,Construction of bus-sheds or bus-stops,1451000.0,True,548.0,93.0
WS/MP423/2024-2025/133959,Ramprit Mandal,Bihar,JHANJHARPUR,Construction of bus-sheds or bus-stops,1451000.0,True,548.0,93.0
WS/MP423/2024-2025/133955,Ramprit Mandal,Bihar,JHANJHARPUR,Construction of bus-sheds or bus-stops,1451000.0,True,548.0,93.0
WS/MP423/2024-2025/133945,Ramprit Mandal,Bihar,JHANJHARPUR,Construction of bus-sheds or bus-stops,1451000.0,True,548.0,93.0
WS/MP761/2026-2027/153979,Arvind Dharmapuri,Telangana,NIZAMABAD,Construction of community centers and community halls,400000.0,False,639.0,93.0
WS/MP423/2024-2025/133944,Ramprit Mandal,Bihar,JHANJHARPUR,Construction of bus-sheds or bus-stops,1451000.0,True,548.0,93.0
WS/MP18144/2024-2025/148067,MALVIKA DEVI,Odisha,KALAHANDI,Construction of additional rooms and halls in the existing public and community building,200000.0,True,596.0,92.9
WS/MP18144/2024-2025/148063,MALVIKA DEVI,Odisha,KALAHANDI,Construction of additional rooms and halls in the existing public and community building,200000.0,True,596.0,92.9
WS/MP552/2024-2025/154852,Radha Mohan Singh,Bihar,PURVI CHAMPARAN,Construction of boundary walls of existing public and community buildings,1495644.0,False,635.0,92.9
WS/MP761/2026-2027/153935,Arvind Dharmapuri,Telangana,NIZAMABAD,Construction of common work sheds/ common covered sitting area,300000.0,False,639.0,92.9
WS/MP761/2026-2027/153936,Arvind Dharmapuri,Telangana,NIZAMABAD,Construction of community centers and community halls,400000.0,False,639.0,92.9
WS/MP761/2024-2025/149047,Arvind Dharmapuri,Telangana,NIZAMABAD,Construction of community centers and community halls,495000.0,False,670.0,92.8
WS/MP761/2025-2026/153970,Arvind Dharmapuri,Telangana,NIZAMABAD,Construction of common work sheds/ common covered sitting area,300000.0,False,639.0,92.8
WS/MP641/2024-2025/147737,Gajendra Singh Patel,Madhya Pradesh,KHARGONE(ST),Construction of community centers and community halls,1100000.0,True,514.0,92.7
WS/MP641/2025-2026/133921,Gajendra Singh Patel,Madhya Pradesh,KHARGONE(ST),Construction of community centers and community halls,500000.0,True,475.0,92.7
WS/MP641/2025-2026/133920,Gajendra Singh Patel,Madhya Pradesh,KHARGONE(ST),Construction of community centers and community halls,500000.0,True,468.0,92.7
WS/MP761/2025-2026/153980,Arvind Dharmapuri,Telangana,NIZAMABAD,Construction of common work sheds/ common covered sitting area,350000.0,False,639.0,92.6
WS/MP761/2024-2025/139028,Arvind Dharmapuri,Telangana,NIZAMABAD,Construction of community centers and community halls,400000.0,True,674.0,92.6
WS/MP761/2025-2026/153927,Arvind Dharmapuri,Telangana,NIZAMABAD,Construction of community centers and community halls,350000.0,False,639.0,92.6
WS/MP761/2026-2027/153972,Arvind Dharmapuri,Telangana,NIZAMABAD,Construction of common work sheds/ common covered sitting area,350000.0,False,639.0,92.6
WS/MP641/2025-2026/147761,Gajendra Singh Patel,Madhya Pradesh,KHARGONE(ST),Construction of boundary walls of existing public and community buildings,200000.0,True,498.0,92.5
WS/MP641/2025-2026/147758,Gajendra Singh Patel,Madhya Pradesh,KHARGONE(ST),Construction of boundary walls of existing public and community buildings,200000.0,True,498.0,92.5
WS/MP761/2024-2025/139053,Arvind Dharmapuri,Telangana,NIZAMABAD,Construction of community centers and community halls,400000.0,True,674.0,92.5
WS/MP761/2024-2025/139056,Arvind Dharmapuri,Telangana,NIZAMABAD,Construction of community centers and community halls,495000.0,True,674.0,92.4
WS/MP641/2025-2026/147756,Gajendra Singh Patel,Madhya Pradesh,KHARGONE(ST),Construction of community centers and community halls,1000000.0,True,498.0,92.3
WS/MP641/2024-2025/147668,Gajendra Singh Patel,Madhya Pradesh,KHARGONE(ST),Construction of community centers and community halls,1000000.0,True,570.0,92.2
,Dileshwar Kamait,Bihar,SUPAUL,Unknown,925000.0,False,715.0,92.2
WS/MP641/2024-2025/137266,Gajendra Singh Patel,Madhya Pradesh,KHARGONE(ST),Construction of community centers and community halls,1000000.0,True,674.0,92.1
WS/MP761/2025-2026/153961,Arvind Dharmapuri,Telangana,NIZAMABAD,Construction of community centers and community halls,300000.0,False,639.0,92.1
WS/MP18019/2025-2026/143867,AMARSING TISSO,Assam,Diphu (ST),Construction of community centers and community halls,2000000.0,True,506.0,92.1
WS/MP641/2024-2025/133912,Gajendra Singh Patel,Madhya Pradesh,KHARGONE(ST),Construction of community centers and community halls,1000000.0,True,670.0,92.1
WS/MP761/2025-2026/153965,Arvind Dharmapuri,Telangana,NIZAMABAD,Construction of community centers and community halls,300000.0,False,639.0,92.1
WS/MP761/2024-2025/139055,Arvind Dharmapuri,Telangana,NIZAMABAD,Construction of community centers and community halls,350000.0,True,674.0,92.0
WS/MP552/2024-2025/149116,Radha Mohan Singh,Bihar,PURVI CHAMPARAN,Fitting of Sitting RCC Benches in Public Places,986540.0,False,669.0,92.0
WS/MP552/2024-2025/149114,Radha Mohan Singh,Bihar,PURVI CHAMPARAN,Construction of common work sheds/ common covered sitting area,1493533.0,False,669.0,92.0
WS/MP761/2025-2026/153967,Arvind Dharmapuri,Telangana,NIZAMABAD,Construction of community centers and community halls,291213.0,False,639.0,91.6
WS/MP761/2025-2026/153966,Arvind Dharmapuri,Telangana,NIZAMABAD,Construction of community centers and community halls,295405.0,False,639.0,91.6
WS/MP18155/2024-2025/141700,DR. RAJ KUMAR CHABBEWAL,Punjab,HOSHIARPUR(SC),Development of public parks,200000.0,True,699.0,91.4
WS/MP18155/2024-2025/141703,DR. RAJ KUMAR CHABBEWAL,Punjab,HOSHIARPUR(SC),Development of public parks,200000.0,True,699.0,91.4
WS/MP18109/2024-2025/146906,DR. RAJESH MISHRA,Madhya Pradesh,SIDHI,Construction of culverts and bridges,500000.0,True,572.0,91.4
WS/MP453/2025-2026/153915,Saptagiri Sankar Ulaka,Odisha,KORAPUT(ST),"Construction of roads, link roads, pathways or any other road with or without drainage system",200000.0,False,639.0,91.4
WS/MP18109/2024-2025/146901,DR. RAJESH MISHRA,Madhya Pradesh,SIDHI,Construction of culverts and bridges,500000.0,True,572.0,91.4
WS/MP18109/2024-2025/146900,DR. RAJESH MISHRA,Madhya Pradesh,SIDHI,Construction of culverts and bridges,500000.0,True,572.0,91.4
WS/MP18109/2024-2025/146898,DR. RAJESH MISHRA,Madhya Pradesh,SIDHI,Construction of culverts and bridges,500000.0,True,572.0,91.4
WS/MP453/2025-2026/153908,Saptagiri Sankar Ulaka,Odisha,KORAPUT(ST),"Construction of roads, link roads, pathways or any other road with or without drainage system",200000.0,False,639.0,91.4
WS/MP18109/2024-2025/146905,DR. RAJESH MISHRA,Madhya Pradesh,SIDHI,Construction of culverts and bridges,500000.0,True,572.0,91.4
WS/MP18155/2024-2025/141701,DR. RAJ KUMAR CHABBEWAL,Punjab,HOSHIARPUR(SC),Development of public parks,200000.0,True,699.0,91.3
WS/MP18069/2025-2026/150860,RAJEEV BHARDWAJ,Himachal Pradesh,KANGRA,Construction of buildings for community cultural activities,298065.0,False,633.0,91.3
WS/MP761/2025-2026/153983,Arvind Dharmapuri,Telangana,NIZAMABAD,Construction of community centers and community halls,250000.0,False,639.0,91.2
WS/MP598/2024-2025/151550,Suresh Kumar Kashyap,Himachal Pradesh,SHIMLA (SC),Construction of footpaths and pedestrian ways,300000.0,False,652.0,91.2
WS/MP18109/2024-2025/146897,DR. RAJESH MISHRA,Madhya Pradesh,SIDHI,Construction of culverts and bridges,300000.0,True,572.0,91.2
WS/MP18109/2024-2025/150122,DR. RAJESH MISHRA,Madhya Pradesh,SIDHI,"Construction of roads, link roads, pathways or any other road with or without drainage system",500000.0,False,662.0,91.1
WS/MP761/2024-2025/139052,Arvind Dharmapuri,Telangana,NIZAMABAD,Construction of common work sheds/ common covered sitting area,400000.0,True,674.0,91.1
WS/MP598/2025-2026/151540,Suresh Kumar Kashyap,Himachal Pradesh,SHIMLA (SC),Construction of foot over bridge (FOB),200000.0,False,652.0,91.1
WS/MP453/2025-2026/153905,Saptagiri Sankar Ulaka,Odisha,KORAPUT(ST),"Construction of roads, link roads, pathways or any other road with or without drainage system",300000.0,False,639.0,91.0
WS/MP453/2024-2025/152808,Saptagiri Sankar Ulaka,Odisha,KORAPUT(ST),"Construction of roads, link roads, pathways or any other road with or without drainage system",300000.0,False,639.0,91.0
WS/MP18176/2024-2025/139947,SACHITHANANTHAM R,Tamil Nadu,DINDIGUL,Construction of water tanks,1652052.0,True,706.0,90.8
WS/MP18144/2024-2025/148130,MALVIKA DEVI,Odisha,KALAHANDI,Development of playground,200000.0,True,596.0,90.7
WS/MP641/2024-2025/147367,Gajendra Singh Patel,Madhya Pradesh,KHARGONE(ST),Construction of additional rooms and halls in the existing public and community building,500000.0,True,607.0,90.7
WS/MP18074/2024-2025/138719,KALI CHARAN MUNDA,Jharkhand,KHUNTI(ST),Construction of culverts and bridges,793000.0,True,695.0,90.6
WS/MP18069/2024-2025/150884,RAJEEV BHARDWAJ,Himachal Pradesh,KANGRA,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,350000.0,False,633.0,90.5
WS/MP18155/2024-2025/141698,DR. RAJ KUMAR CHABBEWAL,Punjab,HOSHIARPUR(SC),Development of public parks,200000.0,True,697.0,90.5
WS/MP18176/2024-2025/140258,SACHITHANANTHAM R,Tamil Nadu,DINDIGUL,Providing supply pipelines for drinking water,499340.0,True,702.0,90.1
WS/MP381/2024-2025/153038,Shri Gurjeet Singh Aujla,Punjab,AMRITSAR,Improvement of electricity distribution infrastructure,110000.0,False,643.0,90.0
WS/MP18032/2024-2025/136950,SUDHAKAR SINGH,Bihar,BUXAR,Construction of community centers and community halls,799300.0,True,593.0,89.7
WS/MP18144/2024-2025/148137,MALVIKA DEVI,Odisha,KALAHANDI,"Construction of roads, link roads, pathways or any other road with or without drainage system",200000.0,True,596.0,89.6
WS/MP18144/2024-2025/148133,MALVIKA DEVI,Odisha,KALAHANDI,"Construction of roads, link roads, pathways or any other road with or without drainage system",200000.0,True,596.0,89.6
WS/MP18138/2024-2025/143320,RICHARD VANLALHMANGAIHA,Mizoram,MIZORAM (ST),"Construction of roads, link roads, pathways or any other road with or without drainage system",250000.0,True,586.0,89.5
WS/MP641/2024-2025/133910,Gajendra Singh Patel,Madhya Pradesh,KHARGONE(ST),Construction of common work sheds/ common covered sitting area,200000.0,True,667.0,89.4
WS/MP18109/2024-2025/150121,DR. RAJESH MISHRA,Madhya Pradesh,SIDHI,"Construction of roads, link roads, pathways or any other road with or without drainage system",1000000.0,False,662.0,89.3
WS/MP641/2024-2025/133909,Gajendra Singh Patel,Madhya Pradesh,KHARGONE(ST),Construction of common work sheds/ common covered sitting area,250000.0,True,670.0,89.3
WS/MP435/2024-2025/146460,Sanjay Seth,Jharkhand,RANCHI,Construction of culverts and bridges,1298900.0,True,600.0,89.2
WS/MP598/2024-2025/151551,Suresh Kumar Kashyap,Himachal Pradesh,SHIMLA (SC),Construction of community centers and community halls,500000.0,False,652.0,89.1
WS/MP18069/2025-2026/150889,RAJEEV BHARDWAJ,Himachal Pradesh,KANGRA,Development of playfields and sports grounds,99685.0,False,633.0,89.0
WS/MP18032/2024-2025/143624,SUDHAKAR SINGH,Bihar,BUXAR,Construction of common work sheds/ common covered sitting area,296036.0,True,564.0,89.0
WS/MP641/2025-2026/147403,Gajendra Singh Patel,Madhya Pradesh,KHARGONE(ST),Construction of common work sheds/ common covered sitting area,200000.0,True,356.0,88.9
WS/MP18144/2024-2025/141595,MALVIKA DEVI,Odisha,KALAHANDI,"Construction of roads, link roads, pathways or any other road with or without drainage system",400000.0,True,642.0,88.9
WS/MP641/2024-2025/133929,Gajendra Singh Patel,Madhya Pradesh,KHARGONE(ST),Construction of additional rooms and halls in the existing public and community building,200000.0,True,514.0,88.5
WS/MP18186/2025-2026/149102,Sasikanth Senthil,Tamil Nadu,TIRUVALLUR(SC),Purchase Books for Library,888000.0,False,669.0,88.3
WS/MP18109/2024-2025/146904,DR. RAJESH MISHRA,Madhya Pradesh,SIDHI,"Construction of roads, link roads, pathways or any other road with or without drainage system",500000.0,True,572.0,88.2
WS/MP18109/2024-2025/146899,DR. RAJESH MISHRA,Madhya Pradesh,SIDHI,"Construction of roads, link roads, pathways or any other road with or without drainage system",500000.0,True,572.0,88.2
WS/MP641/2024-2025/147352,Gajendra Singh Patel,Madhya Pradesh,KHARGONE(ST),Construction of common work sheds/ common covered sitting area,500000.0,True,607.0,88.2
WS/MP18144/2024-2025/141586,MALVIKA DEVI,Odisha,KALAHANDI,"Construction of roads, link roads, pathways or any other road with or without drainage system",800000.0,True,642.0,88.2
WS/MP18109/2024-2025/146903,DR. RAJESH MISHRA,Madhya Pradesh,SIDHI,"Construction of roads, link roads, pathways or any other road with or without drainage system",500000.0,True,572.0,88.2
WS/MP435/2024-2025/146549,Sanjay Seth,Jharkhand,RANCHI,"Construction of roads, link roads, pathways or any other road with or without drainage system",602100.0,True,605.0,88.1
WS/MP18019/2025-2026/143869,AMARSING TISSO,Assam,Diphu (ST),Construction of culverts and bridges,2500000.0,True,506.0,88.0
WS/MP18109/2024-2025/146895,DR. RAJESH MISHRA,Madhya Pradesh,SIDHI,"Construction of roads, link roads, pathways or any other road with or without drainage system",300000.0,True,572.0,87.8
WS/MP18109/2024-2025/146896,DR. RAJESH MISHRA,Madhya Pradesh,SIDHI,"Construction of roads, link roads, pathways or any other road with or without drainage system",300000.0,True,572.0,87.8
WS/MP435/2024-2025/145997,Sanjay Seth,Jharkhand,RANCHI,"Construction of roads, link roads, pathways or any other road with or without drainage system",888400.0,True,600.0,87.7
WS/MP641/2025-2026/147408,Gajendra Singh Patel,Madhya Pradesh,KHARGONE(ST),Construction of common work sheds/ common covered sitting area,800000.0,True,330.0,87.6
WS/MP641/2024-2025/147362,Gajendra Singh Patel,Madhya Pradesh,KHARGONE(ST),Construction of common work sheds/ common covered sitting area,500000.0,True,551.0,87.6
WS/MP18155/2024-2025/141567,DR. RAJ KUMAR CHABBEWAL,Punjab,HOSHIARPUR(SC),Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,300000.0,True,697.0,87.5
,Mr Gopal Jee Thakur,Bihar,DARBHANGA,Unknown,495000.0,False,633.0,87.5
